id,author,length,created_at,like_count,retweet_count,full_text,source
1274593347932434432,PalmerReport,140,2020-06-21 06:41:49,0,37,"RT @sparks_randi: Donald Trump Jr just stepped in it https://t.co/ysIMuqlRDs via @PalmerReport 
They will both get money in their prison ac…",Twitter for iPhone
1274593316743544832,PalmerReport,140,2020-06-21 06:41:42,0,41,RT @lakesidebonnie: Donald Trump used his Tulsa rally to have complete meltdown about his inability to walk down a ramp https://t.co/KWpvWU…,Twitter for iPhone
1274593029891018753,PalmerReport,140,2020-06-21 06:40:33,0,5400,"RT @BuffyWicks: 7 yrs ago this week, a 5-4 conservative #SCOTUS majority gutted the Voting Rights Act.

Justice Ruth Bader Ginsburg's disse…",Twitter for iPhone
1274590680581636097,PalmerReport,280,2020-06-21 06:31:13,12483,3343,"Don’t lose the plot. Fake ticket requests may have baited Parscale and Trump into overhyping things, but it didn’t keep any Trump fans from being able to attend or get in the door. There just weren’t many Trump fans interested in attending. His base is starting to give up on him.",Twitter for iPhone
1274588960581464070,PalmerReport,37,2020-06-21 06:24:23,0,100599,RT @tompetty: https://t.co/mxToRoHWNn,Twitter for iPhone
1274583330202292226,PalmerReport,59,2020-06-21 06:02:01,379,84,Brad Parscale is in trouble tonight https://t.co/7hpl3N5DI8,Buffer
1274582612510740483,PalmerReport,280,2020-06-21 05:59:10,552,131,"This is a good litmus test for just how severely Trump’s cognitive abilities have faded. Will he see through his campaign’s silly lie about would-be attendees being chased away by protesters? If Trump falls for that and doesn’t fire anyone, he’s even further gone than we thought.",Twitter for iPhone
1274578150178066432,PalmerReport,279,2020-06-21 05:41:26,3306,819,"For Trump fans, this rally is like going to see your favorite band a few years past their prime, they can't hit the high notes anymore, they don't play their hit songs, they spend the whole show whining about how the media covers them, and then you catch a fucking virus and die.",Twitter Web App
1274577136557395970,PalmerReport,115,2020-06-21 05:37:24,636,127,"In hindsight, we should have been suspicious when 990,000 of them were named ""Ronald Grump"" https://t.co/mJsSY2CwfF",Twitter Web App
1274575366263316481,PalmerReport,128,2020-06-21 05:30:22,419,100,"Trump's new 2020 slogan: ""Vote for me, there are some days where I can still drink water with one hand""

https://t.co/ivCaq2GAR8",Twitter Web App
1274573262681407489,PalmerReport,55,2020-06-21 05:22:00,218,80,Trump really is going to prison https://t.co/f2XyTBAI6g,Buffer
1274570881856163840,PalmerReport,140,2020-06-21 05:12:33,0,31,RT @dekatron_man: Everyone piles on after Donald Trump inexplicably tweets photos that give away just how empty his rally was https://t.co/…,Twitter for iPhone
1274570869768163328,PalmerReport,114,2020-06-21 05:12:30,0,27,RT @sparks_randi: Donald Trump is in for the biggest letdown of his life https://t.co/o5U8WHHKLa via @PalmerReport,Twitter for iPhone
1274570858279899136,PalmerReport,136,2020-06-21 05:12:27,0,28,RT @BongwaterBetty: It's father's day and all junior got the old man was some bullshitty spin. https://t.co/1FbkBPXcdQ via @PalmerReport,Twitter for iPhone
1274570850252062720,PalmerReport,135,2020-06-21 05:12:25,0,25,RT @sparks_randi: Donald Trump goes completely berserk after he loses to John Bolton in court https://t.co/EKYHvMFCio via @PalmerReport,Twitter for iPhone
1274570803712057345,PalmerReport,101,2020-06-21 05:12:14,0,23,RT @JoshuaTPriceMo1: Donald Trump really is going to prison https://t.co/qaz9wLAJMx via @PalmerReport,Twitter for iPhone
1274570787824062464,PalmerReport,103,2020-06-21 05:12:10,0,28,RT @BetteWo67187229: Brad Parscale is in deep trouble tonight https://t.co/DCjfNKvVZa via @PalmerReport,Twitter for iPhone
1274570778982391808,PalmerReport,140,2020-06-21 05:12:08,0,19,RT @RocksNoSalt: Donald Trump used his Tulsa rally to have complete meltdown about his inability to walk down a ramp https://t.co/t3Z7E1sWU…,Twitter for iPhone
1274568228342284293,PalmerReport,116,2020-06-21 05:02:00,194,66,Trump used his Tulsa rally to have complete meltdown about his inability to walk down a ramp https://t.co/Mu7YFZv3Cd,Buffer
1274567221570871299,PalmerReport,85,2020-06-21 04:58:00,0,101,RT @realTuckFrumper: Brad Parscale is in deep trouble tonight https://t.co/woAjAVRbdm,Twitter for iPhone
1274561937460867072,PalmerReport,92,2020-06-21 04:37:00,0,23,RT @joemac1114: Donald Trump Jr just stepped in it https://t.co/itrG1YaqHY via @PalmerReport,Twitter for iPhone
1274561904535633920,PalmerReport,140,2020-06-21 04:36:52,0,32,"RT @joemac1114: Geoffrey Berman lands win over Donald Trump in SDNY battle, after Lindsey Graham blinks https://t.co/fFzq1QHolV via @Palmer…",Twitter for iPhone
1274561886265245697,PalmerReport,140,2020-06-21 04:36:48,0,20,RT @MaureenMannion2: Everyone piles on after Donald Trump inexplicably tweets photos that give away just how empty his rally was https://t.…,Twitter for iPhone
1274555767325147136,PalmerReport,131,2020-06-21 04:12:29,187,59,Everyone piles on after Donald Trump inexplicably tweets photos that give away just how empty his rally was https://t.co/cHCaeLtArM,Twitter Web App
1274550494623604736,PalmerReport,210,2020-06-21 03:51:32,2947,501,"Donald Trump shouldn't be surprised that so few of his fans showed up tonight. He did say that ""lowlifes"" weren't welcome at his rally.

#TulsaTrumpRally #TrumpMeltdown #TrumpRallyFail 

https://t.co/ivCaq2GAR8",Twitter Web App
1274547190258597890,PalmerReport,80,2020-06-21 03:38:24,298,71,"Donald Trump is having a no good, horrible, very bad day https://t.co/gDFD3zBRcf",palmerreport
1274537097727225856,PalmerReport,80,2020-06-21 02:58:18,2194,383,You didn’t even fill the silent majority of those seats. https://t.co/POlyfahFTN,Twitter for iPhone
1274535806720491521,PalmerReport,35,2020-06-21 02:53:10,0,32861,RT @JoeBiden: Speed up the testing.,Twitter for iPhone
1274531150648750081,PalmerReport,64,2020-06-21 02:34:40,499,124,Brad Parscale is in deep trouble tonight https://t.co/AyiHWwRFG0,palmerreport
1274530796049698816,PalmerReport,248,2020-06-21 02:33:16,1625,393,"Imagine being a United States Senator and putting your reputation and career on the line just to try to prop up a guy who's losing by twelve points and spends his campaign speeches complaining about a ramp.

#TrumpMeltdown 

https://t.co/ivCaq2GAR8",Twitter Web App
1274530345916997637,PalmerReport,120,2020-06-21 02:31:28,325,104,Geoffrey Berman agrees to resign from SDNY after he gets his way and totally foils  Trump’s plan https://t.co/itPPxsICAP,Twitter Web App
1274529022790316032,PalmerReport,280,2020-06-21 02:26:13,2950,736,"Donald Trump spent a shockingly large chunk of his speech making excuses for why he couldn't walk down a ramp. He blamed various problems on MS-13. He made lame excuses for why the arena was half empty. This was a complete disaster for him. #TrumpMeltdown

https://t.co/ivCaq2GAR8",Twitter Web App
1274527862436122624,PalmerReport,96,2020-06-21 02:21:36,0,40,RT @JuliaAdair: Donald Trump really is going to prison https://t.co/FmuAlzsJX4 via @PalmerReport,Twitter for iPhone
1274522930261737484,PalmerReport,80,2020-06-21 02:02:00,195,62,Donald Trump is in for the biggest letdown of his life:  https://t.co/T9j2UGCvT3,Buffer
1274521834113957888,PalmerReport,280,2020-06-21 01:57:39,4215,1028,"Donald Trump's night so far:

- Tiny #TulsaTrumpRally crowd
- Spends his speech ranting about a ramp
- Brad Parscale in trouble
- ""Kung Flu"" racial slur
- Admits he told advisers to ""slow the testing down""
- Trump is going to prison
- It's still only 10pm

https://t.co/ivCaq2GAR8",Twitter Web App
1274518935891779585,PalmerReport,159,2020-06-21 01:46:08,211,68,"Donald Trump apparently thinks ""pro choice"" has something to do with choosing a school. Yeah, it doesn't mean what he thinks it means.

https://t.co/Kbb6c28ZEp",Twitter Web App
1274518287452340224,PalmerReport,164,2020-06-21 01:43:33,1821,346,"So is Brad Parscale walking home or will be take an Uber? Because after Trump fires him tonight, he sure as hell won't be on Air Force One.

https://t.co/ivCaq2GAR8",Twitter Web App
1274518020338200579,PalmerReport,62,2020-06-21 01:42:30,154,48,Donald Trump really is going to prison https://t.co/FKRDih8HQl,palmerreport
1274516538654109696,PalmerReport,167,2020-06-21 01:36:36,420,117,"Trump is now up there talking about Jim Jordan getting into a wrestling match with someone. This is officially the worst thing I've ever seen.

https://t.co/ivCaq2GAR8",Twitter Web App
1274514498972454916,PalmerReport,139,2020-06-21 01:28:30,0,40,RT @kjon1230: Donald Trump’s Tulsa rally suffers exceedingly low turnout; Trump campaign makes up hilarious excuse https://t.co/f9Nx2MttO1…,Twitter for iPhone
1274514462477897728,PalmerReport,139,2020-06-21 01:28:21,0,34,RT @tunnell55: Donald Trump used his Tulsa rally to have complete meltdown about his inability to walk down a ramp https://t.co/TfBKSnKtyr…,Twitter for iPhone
1274513327788568576,PalmerReport,36,2020-06-21 01:23:51,224,12,@MiaFarrow He certainly has no idea.,Twitter Web App
1274511900773175305,PalmerReport,83,2020-06-21 01:18:11,488,135,"This Trump speech is like open mic night at the Klan rally

https://t.co/Kbb6c28ZEp",Twitter for iPhone
1274511005700313091,PalmerReport,140,2020-06-21 01:14:37,0,39,RT @Victori07825064: Donald Trump used his Tulsa rally to have complete meltdown about his inability to walk down a ramp https://t.co/wcNvb…,Twitter for iPhone
1274510995361333248,PalmerReport,94,2020-06-21 01:14:35,0,21,RT @dekatron_man: Donald Trump Jr just stepped in it https://t.co/6VIBoiy4Oe via @PalmerReport,Twitter for iPhone
1274510954097717248,PalmerReport,140,2020-06-21 01:14:25,0,43,RT @dekatron_man: Donald Trump gives completely bonkers speech after laughably small crowd shows up to his Tulsa rally https://t.co/Ebm67xM…,Twitter for iPhone
1274510935277875202,PalmerReport,140,2020-06-21 01:14:20,0,32,RT @NikitaKitty: Donald Trump’s Tulsa rally suffers exceedingly low turnout; Trump campaign makes up hilarious excuse https://t.co/6W7riDe8…,Twitter for iPhone
1274509856427380736,PalmerReport,136,2020-06-21 01:10:03,201,65,"Donald Trump, who's talking to a half empty arena, is talking about how the NFL is having trouble drawing fans.

https://t.co/Kbb6c28ZEp",Twitter Web App
1274508406024527874,PalmerReport,117,2020-06-21 01:04:17,512,147,"Donald Trump just called someone a ""dumb son of a bitch."" Could he be any less presidential?

https://t.co/ivCaq2GAR8",Twitter Web App
1274508132568436738,PalmerReport,115,2020-06-21 01:03:12,429,95,"I'm so sick of this racist clown Donald Trump saying things like ""Kung Flu"" I could vomit.

https://t.co/ivCaq2GAR8",Twitter Web App
1274507238678441987,PalmerReport,81,2020-06-21 00:59:39,1143,60,@weijia @kurtbardella What a sick racist. Sorry you have to be subjected to this.,Twitter Web App
1274506968095481859,PalmerReport,123,2020-06-21 00:58:35,181,55,Donald Trump used his Tulsa rally to have complete meltdown about his inability to walk down a ramp https://t.co/ivCaq2GAR8,palmerreport
1274506945358172161,PalmerReport,144,2020-06-21 00:58:29,458,125,"If Donald Trump's rally speech gets any more incoherent, Air Force One is going to have to airlift him to the loony bin

https://t.co/ivCaq2GAR8",Twitter Web App
1274506255923654656,PalmerReport,100,2020-06-21 00:55:45,598,110,"Hey Donald Trump, stop calling it the ""Chinese Virus"" you sick racist fuck!

https://t.co/ivCaq2GAR8",Twitter Web App
1274505496674947077,PalmerReport,41,2020-06-21 00:52:44,68,5,@kurtbardella He's a racist piece of shit,Twitter Web App
1274505363136577536,PalmerReport,158,2020-06-21 00:52:12,207,44,"Thus far the majority of Donald Trump's Tulsa rally speech has consisted of a prolonged rant about his inability to walk down a ramp:

https://t.co/ivCaq2GAR8",Twitter Web App
1274504887414468609,PalmerReport,89,2020-06-21 00:50:18,277,47,"This Trump rally is like if the KKK sponsored the Fyre Festival.

https://t.co/jt6tgrNWeu",Twitter Web App
1274502233728651265,PalmerReport,124,2020-06-21 00:39:46,229,78,Donald Trump gives completely bonkers speech after laughably small crowd shows up to his Tulsa rally https://t.co/Kbb6c28ZEp,palmerreport
1274501437561753605,PalmerReport,135,2020-06-21 00:36:36,242,56,"UPDATE: they're already dismantling the overflow stage at the Trump rally because there was no overflow crowd.

https://t.co/jt6tgrNWeu",Twitter Web App
1274501288311566336,PalmerReport,198,2020-06-21 00:36:00,362,88,"Donald Trump's Tulsa rally is even more poorly attended than Fyre Festival. But at least the people who attended Fyre Festival eventually figured out they were being conned.

https://t.co/jt6tgrNWeu",Twitter Web App
1274501004319473664,PalmerReport,123,2020-06-21 00:34:53,143,42,"Trump just now:  ""It's 1:00 in the morning and a very tough hombre is breaking into the window...""

https://t.co/jt6tgrNWeu",Twitter Web App
1274500619617869824,PalmerReport,143,2020-06-21 00:33:21,131,43,"How far off the rails is Trump's rally speech? He keeps talking about a CNN reporter who shaved his head or something:

https://t.co/Kbb6c28ZEp",Twitter Web App
1274499788847878144,PalmerReport,99,2020-06-21 00:30:03,0,65108,RT @Pink: I think I sold that same place out in five minutes. 😹 #donkeyshow https://t.co/JNOwjIQ3hB,Twitter Web App
1274498630754451457,PalmerReport,140,2020-06-21 00:25:27,0,36,RT @tjholt: Donald Trump’s Tulsa rally suffers exceedingly low turnout; Trump campaign makes up hilarious excuse https://t.co/HH1vn5FyYJ vi…,Twitter for iPhone
1274498585581813761,PalmerReport,97,2020-06-21 00:25:16,0,15,RT @Lynette44466496: Somebody’s getting fired over this https://t.co/PqP08KBfEu via @PalmerReport,Twitter for iPhone
1274498574429061121,PalmerReport,140,2020-06-21 00:25:13,0,18,"RT @buddy_dek: Geoffrey Berman lands win over Donald Trump in SDNY battle, after Lindsey Graham blinks https://t.co/iscjfqS8h0 via @PalmerR…",Twitter for iPhone
1274498567537922051,PalmerReport,140,2020-06-21 00:25:12,0,22,RT @salixlucida: Donald Trump’s Tulsa rally suffers exceedingly low turnout; Trump campaign makes up hilarious excuse https://t.co/cNsAH0RV…,Twitter for iPhone
1274492437684195334,PalmerReport,176,2020-06-21 00:00:50,530,142,"The only good news for Donald Trump is that so few of his fans showed up for the #TulsaDeathRally tonight, fewer of his fans will end up dying from it.

https://t.co/jt6tgrNWeu",Twitter Web App
1274492147677478915,PalmerReport,85,2020-06-20 23:59:41,208,55,Somebody’s getting fired over this #TulsaTrumpRally disaster: https://t.co/4azDo4e0Ne,Twitter Web App
1274488287890194433,PalmerReport,58,2020-06-20 23:44:21,166,59,Somebody's getting fired over this https://t.co/pPtEmjw9Wo,palmerreport
1274487858720649217,PalmerReport,193,2020-06-20 23:42:39,1790,334,"If the attendance at Donald Trump's rally gets any worse, he's going to have to finally acknowledge Eric Trump's existence, so he can count him as one of the attendees.

https://t.co/jt6tgrNWeu",Twitter Web App
1274487697990725634,PalmerReport,104,2020-06-20 23:42:00,115,46,"Geoffrey Berman lands win over Trump in SDNY battle, after Lindsey Graham blinks https://t.co/aQtU28x2jY",Buffer
1274484778834825219,PalmerReport,126,2020-06-20 23:30:24,405,127,"Maintenance crews are dismantling the overflow stage at Trump's Tulsa rally because no one showed up:

https://t.co/jt6tgrNWeu",Twitter Web App
1274483835636416513,PalmerReport,165,2020-06-20 23:26:39,2921,766,"Donald Trump's Tusla rally tonight has such poor attendance, you have to wonder which campaign advisers he'll fire tonight on Air Force One:

https://t.co/jt6tgrNWeu",Twitter Web App
1274481991807885315,PalmerReport,124,2020-06-20 23:19:20,363,111,Donald Trump's Tulsa rally suffers exceedingly low turnout; Trump campaign makes up hilarious excuse https://t.co/jt6tgrNWeu,palmerreport
1274481682624765953,PalmerReport,254,2020-06-20 23:18:06,359,97,"Considering how shitty the turnout is tonight for Trump's Tulsa rally, don't be shocked if the Trump campaign makes up an excuse to cancel its upcoming rallies in swing states. If he can't even draw a crowd in a deep red state...

https://t.co/jt6tgrNWeu",Twitter Web App
1274481071602663424,PalmerReport,116,2020-06-20 23:15:40,982,303,"#TulsaTrumpRally suffers exceedingly low turnout; Trump campaign makes up hilarious excuse:

https://t.co/jt6tgrNWeu",Twitter Web App
1274475312630374400,PalmerReport,279,2020-06-20 22:52:47,358,113,"For those asking if Barr will just fire Strauss tomorrow: stop assuming Berman is a naive idiot. He obviously wouldn’t do this unless he determined that Barr CAN’T fire Strauss.

Barr doesn’t have a magic wand. He fails most of the time. It’s time for us all to acknowledge this.",Twitter for iPhone
1274472601310683139,PalmerReport,73,2020-06-20 22:42:01,111,45,Steve Schmidt just made Trump regret going at him https://t.co/ah9oUvfb7B,Buffer
1274471558283694080,PalmerReport,280,2020-06-20 22:37:52,844,319,"To recap:

- Trump and Barr wanted to replace Berman with their own corrupt lackey.

- Berman maneuvered things so his loyal deputy is taking over SDNY.

- SDNY criminal cases will continue

- Trump and Barr accomplished 0% of what they were trying to do.

https://t.co/gDnERFpeGK",Twitter Web App
1274469708524392449,PalmerReport,94,2020-06-20 22:30:31,7,3,"@Lisasgotit Well, Berman isn't an idiot. He must have determined that Barr CAN'T fire Strauss.",Twitter Web App
1274469116024360960,PalmerReport,122,2020-06-20 22:28:10,178,69,"Donald Trump's attempt at a Saturday Night Massacre has turned into a Saturday Night Dumbassacre:

https://t.co/gDnERFpeGK",Twitter Web App
1274468806631587840,PalmerReport,126,2020-06-20 22:26:56,155,65,Geoffrey Berman agrees to resign from SDNY after he gets his way and totally foils Donald Trump's plan https://t.co/gDnERFpeGK,palmerreport
1274467421303300097,PalmerReport,189,2020-06-20 22:21:26,210,75,"The media will do whatever it will with its headlines, but the facts make clear that this is a victory for Berman and the SDNY, and a total loss for Trump and Barr:

https://t.co/gDnERFpeGK",Twitter Web App
1274464588252225537,PalmerReport,58,2020-06-20 22:10:10,100,45,Donald Trump Jr just stepped in it https://t.co/Y0ri4h4t4x,palmerreport
1274460201068920833,PalmerReport,119,2020-06-20 21:52:44,360,117,"Guy famous for yelling ""You're Fired"" on reality show can't even figure out how to fire a guy.

https://t.co/xnRwdm0DUA",Twitter Web App
1274458920887738368,PalmerReport,132,2020-06-20 21:47:39,0,30,RT @KAYLEEBURRIS: Revealed: the insane real reason Donald Trump is holding his Tulsa rally https://t.co/b92fL1PGVk via @PalmerReport,Twitter for iPhone
1274458728096563200,PalmerReport,114,2020-06-20 21:46:53,0,58,RT @Megresistor: John Bolton's book reveals extent of Ivanka Trump scandal - Palmer Report https://t.co/AKNhhbbve1,Twitter for iPhone
1274458393558814721,PalmerReport,140,2020-06-20 21:45:33,0,43,"RT @doxiedachsie: Donald Trump and Bill Barr contradict each other as ""firing"" of SDNY’s Geoffrey Berman falls apart https://t.co/zKVKptpd2…",Twitter for iPhone
1274458223601426433,PalmerReport,140,2020-06-20 21:44:53,0,31,"RT @r_middagh: Geoffrey Berman lands win over Donald Trump in SDNY battle, after Lindsey Graham blinks https://t.co/n7w82aPfZ8 via @PalmerR…",Twitter for iPhone
